"","mindsCode","situTag","Preference","Knowledge","Character","Start","prob_long","prob_hotdog","prob_short_hotdog","prob_long_hotdog","prob_short_pizza","prob_long_pizza"
"186","M089254","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.647058823529412,0.588235294117647,0.235294117647059,0.352941176470588,0.117647058823529,0.294117647058824
"187","M089254","0111","Absent","Yes","Sporty","Hot dogs visible",0.647058823529412,0.529411764705882,0.176470588235294,0.352941176470588,0.176470588235294,0.294117647058824
"188","M089254","1000","Hot dogs","No","Lazy","Pizza visible",0.181818181818182,0.363636363636364,0.272727272727273,0.0909090909090909,0.545454545454545,0.0909090909090909
"189","M089254","1001","Hot dogs","No","Lazy","Hot dogs visible",0.230769230769231,0.461538461538462,0.384615384615385,0.0769230769230769,0.384615384615385,0.153846153846154
"190","M089254","0001","Absent","No","Lazy","Hot dogs visible",0.142857142857143,0.5,0.428571428571429,0.0714285714285714,0.428571428571429,0.0714285714285714
"191","M089254","0101","Absent","Yes","Lazy","Hot dogs visible",0.153846153846154,0.538461538461539,0.461538461538462,0.0769230769230769,0.384615384615385,0.0769230769230769
"192","M089254","0010","Absent","No","Sporty","Pizza visible",0.631578947368421,0.526315789473684,0.210526315789474,0.315789473684211,0.157894736842105,0.315789473684211
"193","M010509","0110","Absent","Yes","Sporty","Pizza visible",0.588235294117647,0.411764705882353,0.176470588235294,0.235294117647059,0.235294117647059,0.352941176470588
"194","M010509","1110","Hot dogs","Yes","Sporty","Pizza visible",0.470588235294118,0.764705882352941,0.352941176470588,0.411764705882353,0.176470588235294,0.0588235294117647
"195","M010509","1100","Hot dogs","Yes","Lazy","Pizza visible",0.416666666666667,0.75,0.416666666666667,0.333333333333333,0.166666666666667,0.0833333333333333
"196","M010509","0011","Absent","No","Sporty","Hot dogs visible",0.538461538461539,0.461538461538462,0.230769230769231,0.230769230769231,0.230769230769231,0.307692307692308
"197","M010509","1010","Hot dogs","No","Sporty","Pizza visible",0.45,0.7,0.35,0.35,0.2,0.1
"198","M010509","0001","Absent","No","Lazy","Hot dogs visible",0.235294117647059,0.529411764705882,0.411764705882353,0.117647058823529,0.352941176470588,0.117647058823529
"199","M010509","1011","Hot dogs","No","Sporty","Hot dogs visible",0.428571428571429,0.714285714285714,0.357142857142857,0.357142857142857,0.214285714285714,0.0714285714285714
"200","M010509","0101","Absent","Yes","Lazy","Hot dogs visible",0.4,0.55,0.35,0.2,0.25,0.2
"201","M010509","0100","Absent","Yes","Lazy","Pizza visible",0.2,0.466666666666667,0.333333333333333,0.133333333333333,0.466666666666667,0.0666666666666667
"202","M010509","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.428571428571429,0.857142857142857,0.5,0.357142857142857,0.0714285714285714,0.0714285714285714
"203","M010509","1000","Hot dogs","No","Lazy","Pizza visible",0.333333333333333,0.666666666666667,0.388888888888889,0.277777777777778,0.277777777777778,0.0555555555555556
"204","M010509","0111","Absent","Yes","Sporty","Hot dogs visible",0.5,0.5,0.25,0.25,0.25,0.25
"205","M010509","1001","Hot dogs","No","Lazy","Hot dogs visible",0.333333333333333,0.666666666666667,0.388888888888889,0.277777777777778,0.277777777777778,0.0555555555555556
"206","M010509","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.5,0.875,0.4375,0.4375,0.0625,0.0625
"207","M010509","0010","Absent","No","Sporty","Pizza visible",0.5,0.5,0.25,0.25,0.25,0.25
"208","M010509","0000","Absent","No","Lazy","Pizza visible",0.333333333333333,0.444444444444444,0.277777777777778,0.166666666666667,0.388888888888889,0.166666666666667
"209","M068941","1100","Hot dogs","Yes","Lazy","Pizza visible",0.578947368421053,0.631578947368421,0.263157894736842,0.368421052631579,0.157894736842105,0.210526315789474
"210","M068941","0111","Absent","Yes","Sporty","Hot dogs visible",0.470588235294118,0.764705882352941,0.352941176470588,0.411764705882353,0.176470588235294,0.0588235294117647
"211","M068941","1000","Hot dogs","No","Lazy","Pizza visible",0.5,0.875,0.4375,0.4375,0.0625,0.0625
"212","M068941","0011","Absent","No","Sporty","Hot dogs visible",0.357142857142857,0.285714285714286,0.214285714285714,0.0714285714285714,0.428571428571429,0.285714285714286
"213","M068941","0001","Absent","No","Lazy","Hot dogs visible",0.444444444444444,0.722222222222222,0.388888888888889,0.333333333333333,0.166666666666667,0.111111111111111
"214","M068941","1010","Hot dogs","No","Sporty","Pizza visible",0.45,0.4,0.25,0.15,0.3,0.3
"215","M068941","0100","Absent","Yes","Lazy","Pizza visible",0.428571428571429,0.857142857142857,0.5,0.357142857142857,0.0714285714285714,0.0714285714285714
"216","M068941","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.533333333333333,0.8,0.4,0.4,0.0666666666666667,0.133333333333333
"217","M068941","0000","Absent","No","Lazy","Pizza visible",0.235294117647059,0.529411764705882,0.411764705882353,0.117647058823529,0.352941176470588,0.117647058823529
"218","M068941","1011","Hot dogs","No","Sporty","Hot dogs visible",0.611111111111111,0.555555555555556,0.166666666666667,0.388888888888889,0.222222222222222,0.222222222222222
"219","M068941","0010","Absent","No","Sporty","Pizza visible",0.352941176470588,0.529411764705882,0.352941176470588,0.176470588235294,0.294117647058824,0.176470588235294
"220","M068941","1001","Hot dogs","No","Lazy","Hot dogs visible",0.529411764705882,0.352941176470588,0.235294117647059,0.117647058823529,0.235294117647059,0.411764705882353
"221","M068941","1110","Hot dogs","Yes","Sporty","Pizza visible",0.642857142857143,0.5,0.142857142857143,0.357142857142857,0.214285714285714,0.285714285714286
"222","M068941","0110","Absent","Yes","Sporty","Pizza visible",0.545454545454545,0.454545454545455,0.363636363636364,0.0909090909090909,0.0909090909090909,0.454545454545455
"223","M068941","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.533333333333333,0.533333333333333,0.0666666666666667,0.466666666666667,0.4,0.0666666666666667
"224","M068941","0101","Absent","Yes","Lazy","Hot dogs visible",0.722222222222222,0.388888888888889,0.0555555555555556,0.333333333333333,0.222222222222222,0.388888888888889
"225","M072298","0001","Absent","No","Lazy","Hot dogs visible",0.142857142857143,0.571428571428571,0.5,0.0714285714285714,0.357142857142857,0.0714285714285714
"226","M072298","0011","Absent","No","Sporty","Hot dogs visible",0.625,0.5,0.1875,0.3125,0.1875,0.3125
"227","M072298","1100","Hot dogs","Yes","Lazy","Pizza visible",0.375,0.75,0.4375,0.3125,0.1875,0.0625
"228","M072298","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.384615384615385,0.846153846153846,0.538461538461538,0.307692307692308,0.0769230769230769,0.0769230769230769
"229","M072298","0101","Absent","Yes","Lazy","Hot dogs visible",0.222222222222222,0.555555555555556,0.388888888888889,0.166666666666667,0.388888888888889,0.0555555555555556
"230","M072298","1000","Hot dogs","No","Lazy","Pizza visible",0.333333333333333,0.733333333333333,0.466666666666667,0.266666666666667,0.2,0.0666666666666667
"231","M072298","1001","Hot dogs","No","Lazy","Hot dogs visible",0.3125,0.6875,0.4375,0.25,0.25,0.0625
"232","M072298","1010","Hot dogs","No","Sporty","Pizza visible",0.411764705882353,0.764705882352941,0.411764705882353,0.352941176470588,0.176470588235294,0.0588235294117647
"233","M072298","0010","Absent","No","Sporty","Pizza visible",0.666666666666667,0.555555555555556,0.222222222222222,0.333333333333333,0.111111111111111,0.333333333333333
"234","M072298","1011","Hot dogs","No","Sporty","Hot dogs visible",0.555555555555556,0.666666666666667,0.277777777777778,0.388888888888889,0.166666666666667,0.166666666666667
"235","M072298","1110","Hot dogs","Yes","Sporty","Pizza visible",0.588235294117647,0.764705882352941,0.352941176470588,0.411764705882353,0.0588235294117647,0.176470588235294
"236","M072298","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.333333333333333,0.733333333333333,0.466666666666667,0.266666666666667,0.2,0.0666666666666667
"237","M072298","0111","Absent","Yes","Sporty","Hot dogs visible",0.666666666666667,0.476190476190476,0.142857142857143,0.333333333333333,0.19047619047619,0.333333333333333
"238","M072298","0000","Absent","No","Lazy","Pizza visible",0.125,0.5,0.4375,0.0625,0.4375,0.0625
"239","M072298","0110","Absent","Yes","Sporty","Pizza visible",0.736842105263158,0.578947368421053,0.210526315789474,0.368421052631579,0.0526315789473684,0.368421052631579
"240","M072298","0100","Absent","Yes","Lazy","Pizza visible",0.133333333333333,0.466666666666667,0.4,0.0666666666666667,0.466666666666667,0.0666666666666667
"241","M458151","1011","Hot dogs","No","Sporty","Hot dogs visible",0.466666666666667,0.8,0.466666666666667,0.333333333333333,0.0666666666666667,0.133333333333333
"242","M458151","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.266666666666667,0.533333333333333,0.466666666666667,0.0666666666666667,0.266666666666667,0.2
"243","M458151","1110","Hot dogs","Yes","Sporty","Pizza visible",0.684210526315789,0.421052631578947,0.0526315789473684,0.368421052631579,0.263157894736842,0.315789473684211
"244","M458151","0111","Absent","Yes","Sporty","Hot dogs visible",0.368421052631579,0.368421052631579,0.263157894736842,0.105263157894737,0.368421052631579,0.263157894736842
"245","M458151","0001","Absent","No","Lazy","Hot dogs visible",0.5625,0.75,0.3125,0.4375,0.125,0.125
"246","M458151","0000","Absent","No","Lazy","Pizza visible",0.478260869565217,0.478260869565217,0.217391304347826,0.260869565217391,0.304347826086957,0.217391304347826
"247","M458151","0011","Absent","No","Sporty","Hot dogs visible",0.421052631578947,0.631578947368421,0.368421052631579,0.263157894736842,0.210526315789474,0.157894736842105
"248","M458151","0100","Absent","Yes","Lazy","Pizza visible",0.3125,0.5625,0.4375,0.125,0.25,0.1875
"249","M458151","1001","Hot dogs","No","Lazy","Hot dogs visible",0.428571428571429,0.428571428571429,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286
"250","M458151","0101","Absent","Yes","Lazy","Hot dogs visible",0.521739130434783,0.565217391304348,0.260869565217391,0.304347826086957,0.217391304347826,0.217391304347826
"251","M458151","1010","Hot dogs","No","Sporty","Pizza visible",0.363636363636364,0.818181818181818,0.545454545454545,0.272727272727273,0.0909090909090909,0.0909090909090909
"252","M458151","0010","Absent","No","Sporty","Pizza visible",0.368421052631579,0.526315789473684,0.263157894736842,0.263157894736842,0.368421052631579,0.105263157894737
"253","M458151","1000","Hot dogs","No","Lazy","Pizza visible",0.5,0.277777777777778,0.111111111111111,0.166666666666667,0.388888888888889,0.333333333333333
"254","M458151","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.153846153846154,0.538461538461539,0.461538461538462,0.0769230769230769,0.384615384615385,0.0769230769230769
"255","M458151","1100","Hot dogs","Yes","Lazy","Pizza visible",0.272727272727273,0.181818181818182,0.0909090909090909,0.0909090909090909,0.636363636363636,0.181818181818182
"256","M458151","0110","Absent","Yes","Sporty","Pizza visible",0.615384615384615,0.846153846153846,0.307692307692308,0.538461538461538,0.0769230769230769,0.0769230769230769
"257","M030351","0011","Absent","No","Sporty","Hot dogs visible",0.230769230769231,0.461538461538462,0.384615384615385,0.0769230769230769,0.384615384615385,0.153846153846154
"258","M030351","1001","Hot dogs","No","Lazy","Hot dogs visible",0.181818181818182,0.727272727272727,0.636363636363636,0.0909090909090909,0.181818181818182,0.0909090909090909
"259","M030351","0100","Absent","Yes","Lazy","Pizza visible",0.181818181818182,0.363636363636364,0.272727272727273,0.0909090909090909,0.545454545454545,0.0909090909090909
"260","M030351","1110","Hot dogs","Yes","Sporty","Pizza visible",0.363636363636364,0.727272727272727,0.454545454545455,0.272727272727273,0.181818181818182,0.0909090909090909
"261","M030351","0001","Absent","No","Lazy","Hot dogs visible",0.2,0.7,0.6,0.1,0.2,0.1
"262","M030351","0010","Absent","No","Sporty","Pizza visible",0.333333333333333,0.5,0.25,0.25,0.416666666666667,0.0833333333333333
"263","M030351","0110","Absent","Yes","Sporty","Pizza visible",0.545454545454545,0.545454545454545,0.272727272727273,0.272727272727273,0.181818181818182,0.272727272727273
"264","M030351","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.2,0.8,0.7,0.1,0.1,0.1
"265","M030351","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.5,0.8,0.4,0.4,0.1,0.1
"266","M030351","1000","Hot dogs","No","Lazy","Pizza visible",0.3,0.5,0.3,0.2,0.4,0.1
"267","M030351","1011","Hot dogs","No","Sporty","Hot dogs visible",0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
"268","M030351","1010","Hot dogs","No","Sporty","Pizza visible",0.5,0.6,0.3,0.3,0.2,0.2
"269","M030351","0111","Absent","Yes","Sporty","Hot dogs visible",0.6,0.5,0.2,0.3,0.2,0.3
"270","M030351","1100","Hot dogs","Yes","Lazy","Pizza visible",0.2,0.5,0.4,0.1,0.4,0.1
"271","M030351","0101","Absent","Yes","Lazy","Hot dogs visible",0.181818181818182,0.636363636363636,0.545454545454545,0.0909090909090909,0.272727272727273,0.0909090909090909
"272","M030351","0000","Absent","No","Lazy","Pizza visible",0.181818181818182,0.272727272727273,0.181818181818182,0.0909090909090909,0.636363636363636,0.0909090909090909
"273","M995268","1011","Hot dogs","No","Sporty","Hot dogs visible",0.615384615384615,0.769230769230769,0.307692307692308,0.461538461538462,0.0769230769230769,0.153846153846154
"274","M995268","0000","Absent","No","Lazy","Pizza visible",0.25,0.5,0.3125,0.1875,0.4375,0.0625
"275","M995268","1100","Hot dogs","Yes","Lazy","Pizza visible",0.214285714285714,0.642857142857143,0.5,0.142857142857143,0.285714285714286,0.0714285714285714
"276","M995268","0011","Absent","No","Sporty","Hot dogs visible",0.611111111111111,0.5,0.166666666666667,0.333333333333333,0.222222222222222,0.277777777777778
"277","M995268","1000","Hot dogs","No","Lazy","Pizza visible",0.294117647058824,0.529411764705882,0.294117647058824,0.235294117647059,0.411764705882353,0.0588235294117647
"278","M995268","1010","Hot dogs","No","Sporty","Pizza visible",0.6,0.666666666666667,0.266666666666667,0.4,0.133333333333333,0.2
"279","M995268","0100","Absent","Yes","Lazy","Pizza visible",0.214285714285714,0.428571428571429,0.285714285714286,0.142857142857143,0.5,0.0714285714285714
"280","M995268","1110","Hot dogs","Yes","Sporty","Pizza visible",0.625,0.75,0.3125,0.4375,0.0625,0.1875
"281","M995268","0111","Absent","Yes","Sporty","Hot dogs visible",0.764705882352941,0.470588235294118,0.0588235294117647,0.411764705882353,0.176470588235294,0.352941176470588
"282","M995268","1111","Hot dogs","Yes","Sporty","Hot dogs visible",0.611111111111111,0.666666666666667,0.277777777777778,0.388888888888889,0.111111111111111,0.222222222222222
"283","M995268","0001","Absent","No","Lazy","Hot dogs visible",0.153846153846154,0.615384615384615,0.538461538461538,0.0769230769230769,0.307692307692308,0.0769230769230769
"284","M995268","0110","Absent","Yes","Sporty","Pizza visible",0.684210526315789,0.421052631578947,0.105263157894737,0.315789473684211,0.210526315789474,0.368421052631579
"285","M995268","1001","Hot dogs","No","Lazy","Hot dogs visible",0.2,0.6,0.466666666666667,0.133333333333333,0.333333333333333,0.0666666666666667
"286","M995268","0010","Absent","No","Sporty","Pizza visible",0.588235294117647,0.529411764705882,0.294117647058824,0.235294117647059,0.117647058823529,0.352941176470588
"287","M995268","0101","Absent","Yes","Lazy","Hot dogs visible",0.1875,0.5,0.4375,0.0625,0.375,0.125
"288","M995268","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.230769230769231,0.615384615384615,0.538461538461538,0.0769230769230769,0.230769230769231,0.153846153846154
"289","M018834","0001","Absent","No","Lazy","Hot dogs visible",0.25,0.5,0.416666666666667,0.0833333333333333,0.333333333333333,0.166666666666667
"290","M018834","0000","Absent","No","Lazy","Pizza visible",0.25,0.5,0.333333333333333,0.166666666666667,0.416666666666667,0.0833333333333333
"291","M018834","0110","Absent","Yes","Sporty","Pizza visible",0.4,0.5,0.3,0.2,0.3,0.2
"292","M018834","0010","Absent","No","Sporty","Pizza visible",0.25,0.5,0.3125,0.1875,0.4375,0.0625
"293","M018834","1101","Hot dogs","Yes","Lazy","Hot dogs visible",0.166666666666667,0.666666666666667,0.583333333333333,0.0833333333333333,0.25,0.0833333333333333
"294","M018834","1100","Hot dogs","Yes","Lazy","Pizza visible",0.181818181818182,0.636363636363636,0.545454545454545,0.0909090909090909,0.272727272727273,0.0909090909090909
