"","P","Pu","K","Ku","C","Cu","S","Su","br","sem","prior","condition","posterior","Pces","Puces","Kces","Kuces","Cces","Cuces","Sces","Suces","brces","Pcfs","Pucfs","Kcfs","Kucfs","Ccfs","Cucfs","Scfs","Sucfs","brcfs","E_count"
"174",1,0,1,1,0,1,0,1,0,TRUE,2.77458499437922e-07,"c11001",7.78944344412831e-06,0.0294977176350875,-0.148923170739188,0.483141793354872,0.482328226898599,0.00148325477647253,0.00336443571673267,-0.184455182953073,0.0827586684102049,-0.179472796024657,15068,14887,14972,14775,5319,30227,29914,27695,14332,83855
"175",0,1,1,1,0,1,0,1,0,TRUE,5.88874319795399e-08,"c01001",1.96850535080079e-06,-0.154656985415305,0.0263305155268106,0.475789704583227,0.47632907987416,-0.00329970613191208,-0.00310981085376157,-0.184293873373261,0.0709769740317353,-0.180884802634717,15183,15081,15326,15172,5359,30043,30063,27805,14437,83758
"176",1,1,1,1,0,1,0,1,0,TRUE,5.88874319795399e-08,"c11001",1.65322137149815e-06,0.262953458889938,0.256452979882141,0.262365256795973,0.251564765626002,-0.00170266145418366,-0.00137436876004724,-0.0991478862173222,0.0453052133520091,-0.095569216236257,14955,14943,15034,15128,5365,29955,30158,27599,14156,94752
"177",0,0,0,0,1,1,0,1,0,FALSE,0.00216792353879996,"c00100",0.0665224001709537,0.0714947743864291,0.0736081887453413,0.0706892243545767,0.0769178642678366,0.00175955059913524,-0.00470022663598002,0.565721225835167,-0.232523198356211,0.544947244886261,15017,14986,15014,14896,24772,29868,30116,27471,14347,63937
"178",1,0,0,0,1,1,0,1,0,FALSE,0.00216792353879996,"c10100",0.080641028085105,-0.0711869991024152,0.400946727800392,0.0685872622264817,0.0601037248442535,0.00254084943161034,-0.00097522922879064,0.488008973879931,-0.193159346430769,0.477498294674655,15158,14946,14933,15149,24405,29727,29789,27495,14538,57271
"179",0,1,0,0,1,1,0,1,0,FALSE,0.000460117279472598,"c00100",0.0141186279141513,0.404237325191546,-0.0677641153829548,0.0645537676933021,0.0687833480272444,-0.00182059901144879,0.00449987812335751,0.483315097504335,-0.20561760975806,0.473231985212499,14787,14865,14987,15005,24697,29909,30097,27615,14347,57210
"180",1,1,0,0,1,1,0,1,0,TRUE,0.000460117279472598,"c10101",0.0129187021523655,0.516593282839298,0.514413613361295,-0.0252213313574477,-0.0259637810771517,0.00139930442864843,0.00573274655817638,-0.204653406988287,0.0833694565683954,-0.193758777859252,15061,15133,14854,14734,24766,29875,30351,27483,14340,81682
"181",0,0,1,0,1,1,0,1,0,FALSE,0.00216792353879996,"c01100",0.0665309139423115,0.0644650535529571,0.0600541038777248,-0.071186541437201,0.404544249391624,-0.00220930832767718,0.000862807601021932,0.494042170559737,-0.197337109379862,0.473397555436814,14905,14891,14956,14795,24592,29869,29781,27379,14189,57543
"182",1,0,1,0,1,1,0,1,0,FALSE,0.00216792353879996,"c11100",0.080651348808251,-0.0611658601103334,0.354856369459144,-0.0596942129520014,0.355286740584756,-0.00169489893303455,-0.00318372754284871,0.427032327155247,-0.180158080776556,0.421004382790339,15043,14850,15003,14976,24627,30041,29850,27403,14383,51340
"183",0,1,1,0,1,1,0,1,0,FALSE,0.000460117279472598,"c01100",0.0141204348659395,0.355361380420522,-0.0610504017963229,-0.0639283790073247,0.355723943627996,-0.000710935833955424,-0.00330144443022981,0.437440412582143,-0.175573825564003,0.418320756947725,14951,15002,15005,14890,24863,29990,29713,27682,14307,51175
"184",1,1,1,0,1,1,0,1,0,TRUE,0.000460117279472598,"c11101",0.0129174544422989,0.477606363606056,0.485265180202672,0.0253394545495527,-0.15202356649554,0.000284391251357077,0.000929731143678733,-0.187990034911692,0.073520428258469,-0.181678639140764,15197,15156,14944,14939,24583,29887,30081,27587,14370,83564
"185",0,0,0,1,1,1,0,1,0,FALSE,2.77458499437922e-07,"c00100",8.51377135775676e-06,0.0602748366769967,0.0693333684410989,0.403009789789818,-0.067056293683713,-0.00296658831122744,0.00308789041474963,0.484170518632681,-0.196726497399526,0.473843756526059,14905,14982,14971,15039,24875,30195,29945,27715,14313,57341
"186",1,0,0,1,1,1,0,1,0,FALSE,2.77458499437922e-07,"c10100",1.03207231459878e-05,-0.0607405188470294,0.353997210182073,0.357575315068422,-0.0665516438087341,0.00239985244915685,-0.00177361216581854,0.434564958975447,-0.171377801711884,0.419307521007861,15009,14793,14851,14960,24975,29909,29913,27683,14300,51307
"187",0,1,0,1,1,1,0,1,0,FALSE,5.88874319795399e-08,"c00100",1.80695178823105e-06,0.355099968902191,-0.0662875024557747,0.354371152171545,-0.0662357922604841,-0.00119569003171786,0.000176199248007434,0.430638671608335,-0.176009832220985,0.419925974446879,15026,15034,14946,14964,24820,30204,29923,27816,14414,51149
"188",1,1,0,1,1,1,0,1,0,TRUE,5.88874319795399e-08,"c10101",1.65338105783237e-06,0.479224968369793,0.484433552257535,-0.153221371459843,0.027863704064501,-0.00299451607383367,0.00290663116517338,-0.190819144504482,0.0725713920629566,-0.179389567272974,15077,14900,14960,15091,24672,30299,30186,27618,14261,83789
"189",0,0,1,1,1,1,0,1,0,TRUE,2.77458499437922e-07,"c01101",9.27495939979984e-06,-0.0244668126059996,-0.0267347293501693,0.520310357718721,0.510694906037574,0.00193188290413953,-0.00130668910757206,-0.199887008921463,0.0834453797176349,-0.193229447190529,15037,14945,15024,14993,24721,30113,30178,27460,14418,81858
"190",1,0,1,1,1,1,0,1,0,TRUE,2.77458499437922e-07,"c11101",7.78944344412831e-06,0.020846344778041,-0.151146497167303,0.486565908720581,0.484974995644358,0.00389624959049056,0.00233428823612148,-0.186150620719718,0.0761737778889339,-0.179713109655593,14867,14791,15083,14772,24635,29796,30072,27518,14325,83811
"191",0,1,1,1,1,1,0,1,0,TRUE,5.88874319795399e-08,"c01101",1.96850535080079e-06,-0.15433988501998,0.0276737991643688,0.481209732164697,0.482407578356377,-0.00461445087600745,0.00562606706707601,-0.187139093721777,0.073915499132866,-0.179353432515746,15086,14987,14832,14991,24862,29988,29749,27353,14362,83906
"192",1,1,1,1,1,1,0,1,0,TRUE,5.88874319795399e-08,"c11101",1.65322137149815e-06,0.252541535081731,0.256353581264115,0.255757654667213,0.255257841501233,-0.000548042336215954,-0.00210867850970903,-0.0994660165938754,0.0364467396038508,-0.0947989326554611,15014,15220,14917,14907,24839,29901,30308,27586,14231,94862
"193",0,0,0,0,0,0,1,1,0,TRUE,8.09268318291524e-12,"c00011",2.48707181924621e-10,-0.0288562435343601,-0.0321530329235702,-0.0350265877184628,-0.0274268557641114,-0.00530031907561518,-0.00242066571424339,0,0.873793350454703,-0.222111561786238,14979,14727,14961,14982,5236,2,0,27731,14412,77341
"194",1,0,0,0,0,0,1,1,0,TRUE,8.09268318291524e-12,"c10011",2.14179568705826e-10,0.0322856979744439,-0.175407739911537,-0.0228415152865356,-0.0350931420644233,-0.00405233275662918,0.000767475971516083,0,0.813080620878289,-0.206835509348572,15101,14913,14927,15114,5246,4,0,27606,14508,79866
"195",0,1,0,0,0,0,1,1,0,TRUE,1.71758058027165e-12,"c00011",5.27852896490056e-11,-0.176643346878631,0.0249585192826606,-0.0335645753979825,-0.031011043316581,0.000462492834055729,0.000716199694853037,0,0.814016391265682,-0.207186955948095,15031,15152,15095,14976,5177,4,0,27932,14321,79566
"196",1,1,0,0,0,0,1,1,0,TRUE,1.71758058027165e-12,"c10011",4.54571938114061e-11,0.285859996697522,0.282281831970941,-0.0099187047454396,-0.0114477993373014,-0.00296267700842472,0.00860259004622727,0,0.421087702022569,-0.10697531781659,14919,14965,15010,14932,5257,6,0,27551,14509,93683
"197",0,0,1,0,0,0,1,1,0,TRUE,8.09268318291524e-12,"c01011",2.48677880567741e-10,-0.0242741684536129,-0.0286751357846732,0.0335705982134964,-0.174198925090558,0.00667775724298746,-1.50025373132443e-05,0,0.811476172551783,-0.203572542384473,15243,15187,14986,15002,5133,5,0,27624,14155,79915
"198",1,0,1,0,0,0,1,1,0,TRUE,8.09268318291524e-12,"c11011",2.14161642274948e-10,0.0268744817466209,-0.166157682066924,0.027819211227047,-0.159113669910419,0.00115169200890662,0.0052968133359104,0,0.758286078054312,-0.193632768061102,15109,15186,14993,14767,5242,4,0,27489,14676,82103
"199",0,1,1,0,0,0,1,1,0,TRUE,1.71758058027165e-12,"c01011",5.27790707670335e-11,-0.165582238591439,0.0334173968746151,0.0230651629815017,-0.165328189631499,-0.00482226680151814,-0.00256745223063307,0,0.759284107560195,-0.19055255490071,15094,14815,15108,15039,5123,3,0,27595,14182,81986
"200",1,1,1,0,0,0,1,1,0,TRUE,1.71758058027165e-12,"c11011",4.54533891289721e-11,0.264921388365365,0.268554191222099,0.0125310340704924,-0.0863283468177287,0.00100772656789774,0.00314255148741857,0,0.396103917685763,-0.0996500264590224,15081,14953,14975,14785,5220,7,0,27545,14272,94371
"201",0,0,0,1,0,0,1,1,0,TRUE,1.03573013170063e-15,"c00011",3.18304221810504e-14,-0.0264539225451226,-0.0279929154763838,-0.174998168320984,0.028027951931071,-0.00407600338754089,-0.00317310899462663,0,0.814465571827479,-0.205765734681751,15080,14891,14926,14927,5289,4,0,27507,14399,79891
"202",1,0,0,1,0,0,1,1,0,TRUE,1.03573013170063e-15,"c10011",2.74114564835044e-14,0.0297911352552326,-0.163174573321149,-0.160825585134619,0.0243990195431574,0.00072794661904464,-0.00207804365210666,0,0.753971428080131,-0.191769988550269,14899,15009,15017,14901,5371,2,0,27526,14554,82243
"203",0,1,0,1,0,0,1,1,0,TRUE,2.19822019520893e-16,"c00011",6.75564751075872e-15,-0.164033044079379,0.0275916661022255,-0.167110281005122,0.0276392108136471,-0.00210228451422368,0.00530271246856826,0,0.755337468272684,-0.190284611375661,14981,14879,15042,14902,5343,4,0,27616,14262,82124
"204",1,1,0,1,0,0,1,1,0,TRUE,2.19822019520893e-16,"c10011",5.81777196374421e-15,0.26922306442229,0.267808084262952,-0.0829612310381238,0.0132042947965284,-0.0020507759067943,-0.0013442496829615,0,0.397610608895076,-0.100713129757756,15073,14943,14883,14945,5256,3,0,27588,14413,94319
"205",0,0,1,1,0,0,1,1,0,TRUE,1.03573013170063e-15,"c01011",3.1826672090069e-14,-0.0136377015275107,-0.0135773926162276,0.285129242320694,0.282897221146757,-0.000940306694911004,-0.00142722374746763,0,0.423106172469913,-0.106643448719427,15002,15159,14955,14943,5366,3,0,27498,14347,93642
"206",1,0,1,1,0,0,1,1,0,TRUE,1.03573013170063e-15,"c11011",2.7409162195665e-14,0.016237997407917,-0.0830465264848638,0.273023643523801,0.268690441088067,-0.000827947824178244,-0.00135300826704077,0,0.400883504081393,-0.101816777734204,14712,14863,15131,14863,5239,3,0,27520,14522,94249
"207",0,1,1,1,0,0,1,1,0,TRUE,2.19822019520893e-16,"c01011",6.75485159631372e-15,-0.0862448486048648,0.0170481479641694,0.267408330628267,0.272054191395532,0.000239153491109519,0.00431079551339836,0,0.40051861964181,-0.100555514521665,14893,14861,15234,15067,5258,5,0,27652,14157,94223
"208",1,1,1,1,0,0,1,1,0,TRUE,2.19822019520893e-16,"c11011",5.81728502706951e-15,0.14757333105548,0.144605658522138,0.14731578990156,0.149802915764111,-0.00395749842516456,-0.00073185407887273,0,0.218682527163013,-0.0553616641664581,14950,14947,14983,15074,5341,3,0,27184,14652,98246
"209",0,0,0,0,1,0,1,1,0,TRUE,8.09268318291524e-12,"c00111",2.48707181924621e-10,-0.0289352117441107,-0.0311099195221443,-0.029988852578152,-0.0315293716855752,0.000550965554996526,-0.00241120212204509,0,0.873908594130752,-0.222067638231949,14992,15154,15047,15080,24532,2,0,27569,14504,77478
"210",1,0,0,0,1,0,1,1,0,TRUE,8.09268318291524e-12,"c10111",2.14179568705826e-10,0.0304085709671877,-0.174205527277528,-0.0323507702726464,-0.0280884432762142,-0.000410309195128552,0.000795776712570466,0,0.814267954688404,-0.203243477121988,15002,14941,15178,14854,24993,4,0,27344,14203,80030
"211",0,1,0,0,1,0,1,1,0,TRUE,1.71758058027165e-12,"c00111",5.27852896490056e-11,-0.17615972642467,0.0311938204108364,-0.0242836533952256,-0.0282804290808202,0.0041080078557831,0.00179152915745053,0,0.81573331748421,-0.20462724257282,14980,15017,14922,14881,24573,3,0,27559,14193,79799
"212",1,1,0,0,1,0,1,1,0,TRUE,1.71758058027165e-12,"c10111",4.54571938114061e-11,0.290076272624723,0.278825519968134,-0.0141858806425383,-0.0133045274941974,0.00274328112290486,0.00218475312056032,0,0.427472425882549,-0.1068714001605,15160,15102,14951,14939,24885,8,0,27510,14141,93515
"213",0,0,1,0,1,0,1,1,0,TRUE,8.09268318291524e-12,"c01111",2.48677880567741e-10,-0.0230318934610306,-0.0266664147230505,0.0345129442206179,-0.173350151319077,-0.00260973305915279,-0.00169918096953899,0,0.812864608655203,-0.205361480865786,15023,15060,14915,15180,24534,8,0,27593,14346,79885
"214",1,0,1,0,1,0,1,1,0,TRUE,8.09268318291524e-12,"c11111",2.14161642274948e-10,0.0271827284204908,-0.163071152044769,0.0278860409659747,-0.161257422143459,-7.48187776918155e-05,-0.000791653011352428,0,0.755634414513457,-0.191184785000068,14972,15015,15032,14991,24792,7,0,27652,14346,82086
"215",0,1,1,0,1,0,1,1,0,TRUE,1.71758058027165e-12,"c01111",5.27790707670335e-11,-0.163962305626771,0.0280066231563649,0.0296697303009172,-0.164684314776617,0.0018823475115529,0.000331212424142218,0,0.761252117681694,-0.193388576326066,15089,15100,15038,15022,24552,5,0,27733,14396,81807
"216",1,1,1,0,1,0,1,1,0,TRUE,1.71758058027165e-12,"c11111",4.54533891289721e-11,0.263973928423054,0.27652028893229,0.0119374660011139,-0.0871923743459046,0.000561849748530415,-0.00134738279039133,0,0.39713556563784,-0.100735002485114,14955,15107,15054,15061,25050,3,0,27729,14361,94294
"217",0,0,0,1,1,0,1,1,0,TRUE,1.03573013170063e-15,"c00111",3.18304221810504e-14,-0.0275408322274178,-0.0296270294949423,-0.17230224598594,0.0397853601487088,-0.000259559675416335,-0.00275285336382359,0,0.812568045874055,-0.205645473425148,15255,15003,14893,14867,24881,3,0,27671,14341,79834
"218",1,0,0,1,1,0,1,1,0,TRUE,1.03573013170063e-15,"c10111",2.74114564835044e-14,0.0308721297771624,-0.165449358095758,-0.163815419730399,0.0228867703794028,-0.00188087423013375,-0.0020979376185464,0,0.758868698443191,-0.192585019783742,15050,15278,14979,14906,24528,2,0,27648,14423,81963
"219",0,1,0,1,1,0,1,1,0,TRUE,2.19822019520893e-16,"c00111",6.75564751075872e-15,-0.159918878414387,0.0281456770357389,-0.161767456339912,0.0305587716561124,-0.0033354624038269,-0.00148140104014059,0,0.761679960151647,-0.191139984439318,14784,15008,14988,15044,24640,1,0,27445,14272,82004
"220",1,1,0,1,1,0,1,1,0,TRUE,2.19822019520893e-16,"c10111",5.81777196374421e-15,0.264715722416867,0.266553188927147,-0.0836138758059664,0.00798954489117021,-0.000848558215816306,-0.0015376765622136,0,0.394360592021119,-0.0990733166786574,14793,15095,14816,15041,24734,4,0,27540,14241,94419
"221",0,0,1,1,1,0,1,1,0,TRUE,1.03573013170063e-15,"c01111",3.1826672090069e-14,-0.0114153269283821,-0.0164628336090921,0.285386715112911,0.289539384547013,0.000675375203525483,-0.00082745437974547,0,0.423149858180758,-0.106514722872204,14896,14996,15206,14850,24717,1,0,27661,14215,93592
"222",1,0,1,1,1,0,1,1,0,TRUE,1.03573013170063e-15,"c11111",2.7409162195665e-14,0.0160841578863078,-0.083612890648186,0.260742571370524,0.269685785025342,0.000662422866160064,-0.00108677471694919,0,0.394588682846993,-0.100726921958415,15098,15099,14915,15129,24721,2,0,27498,14662,94424
"223",0,1,1,1,1,0,1,1,0,TRUE,2.19822019520893e-16,"c01111",6.75485159631372e-15,-0.0844014623988202,0.0162269168547415,0.261688124809257,0.266878527612951,0.00121747790501577,-0.00154350410435469,0,0.396600368091003,-0.0997214151833466,14919,15040,15049,15034,24656,4,0,27465,14308,94379
"224",1,1,1,1,1,0,1,1,0,TRUE,2.19822019520893e-16,"c11111",5.81728502706951e-15,0.148348454317299,0.144920977217709,0.145619064359836,0.151274363301945,-0.000235170571301548,-0.00060393679412504,0,0.218037112129618,-0.0550439002812712,15103,14920,14939,14946,24810,2,0,27725,14247,98209
"225",0,0,0,0,0,1,1,1,0,TRUE,0.00216792353879996,"c00011",0.0666253876219036,-0.0257370127477276,-0.0273326908712965,-0.0280195385360193,-0.0268041935901954,-0.00155556364771633,-0.0044883689980531,0,0.872965040951727,-0.222392585144155,15078,14895,15130,14634,5288,29914,0,27603,14546,77486
"226",1,0,0,0,0,1,1,1,0,TRUE,0.00216792353879996,"c10011",0.0573758935117634,0.0326394439477919,-0.172883702938699,-0.0315650207223395,-0.0327983900228433,0.000577662397386468,-0.00190841856890099,0,0.817578430464694,-0.205205053058919,15057,14850,15145,14881,5316,29707,0,27606,14178,79688
"227",0,1,0,0,0,1,1,1,0,TRUE,0.000460117279472598,"c00011",0.0141404858371374,-0.173133916501967,0.0337224353317104,-0.0273270312560624,-0.0201620359551963,0.0043928127124512,0.000121357378492626,0,0.812064205080647,-0.203495227588422,15162,14983,15069,15135,5241,29776,0,27387,14273,80082
"228",1,1,0,0,0,1,1,1,0,TRUE,0.000460117279472598,"c10011",0.0121773852063784,0.280264488804237,0.290844980303121,-0.0123417072117476,-0.0147421119647259,0.00443612284503421,-0.00511406377168215,0,0.424293109446231,-0.107517598922042,15067,15065,14912,14876,5216,30010,0,27343,14576,93655
"229",0,0,1,0,0,1,1,1,0,TRUE,0.00216792353879996,"c01011",0.0666175381732273,-0.0224571056054793,-0.0331140374636688,0.0304639007650183,-0.173274010495726,0.00344282423385145,0.00250778320950486,0,0.813477389093889,-0.204928452518278,15097,15026,14992,14961,5298,29872,0,27456,14360,79971
"230",1,0,1,0,0,1,1,1,0,TRUE,0.00216792353879996,"c11011",0.0573710912563693,0.0293775800457482,-0.160349745148063,0.0308916252436217,-0.16361997435233,-0.00085156645960294,0.00629914285348009,0,0.761511279835347,-0.1923625845542,14820,14865,15103,15082,5327,30009,0,27497,14402,81972
"231",0,1,1,0,0,1,1,1,0,TRUE,0.000460117279472598,"c01011",0.0141388198803333,-0.164482344826263,0.0268460560791553,0.0262173607671744,-0.167397567829706,-0.000176656812730353,-0.00505372106785279,0,0.761412746907641,-0.191418398133297,14877,14835,15001,15242,5358,29807,0,27517,14272,81961
"232",1,1,1,0,0,1,1,1,0,TRUE,0.000460117279472598,"c11011",0.0121763659819234,0.268590329113811,0.267130746508375,0.0112674869549094,-0.0858239311226779,-0.00469495605345957,-0.00504580577950363,0,0.398372731071642,-0.101249898805128,15146,15036,15091,15188,5193,30029,0,27519,14540,94317
"233",0,0,0,1,0,1,1,1,0,TRUE,2.77458499437922e-07,"c00011",8.52695205490318e-06,-0.0230288348548751,-0.0307196365531843,-0.175671584279194,0.0321873773036407,-0.00126234350590302,-0.00346779895867567,0,0.811737474653417,-0.206513999979141,15136,15023,15119,14931,5250,29952,0,27702,14451,79842
"234",1,0,0,1,0,1,1,1,0,TRUE,2.77458499437922e-07,"c10011",7.34316918137066e-06,0.0359923530397124,-0.162611234097444,-0.164653129674633,0.0341720390277261,0.00349565242852636,0.00150214488408895,0,0.758757986158455,-0.191399873417335,14981,15038,15106,15043,5296,29911,0,27620,14292,81988
"235",0,1,0,1,0,1,1,1,0,TRUE,5.88874319795399e-08,"c00011",1.80974924229436e-06,-0.165687244982828,0.0283011731401332,-0.164900772113725,0.0276825071107752,2.95995834670813e-05,0.00130168400487559,0,0.759709520118679,-0.192263268796304,15109,15013,14807,15000,5217,30068,0,27701,14322,81891
"236",1,1,0,1,0,1,1,1,0,TRUE,5.88874319795399e-08,"c10011",1.55850470091282e-06,0.275490262973884,0.267580901156893,-0.0898605369331132,0.00848893883283532,-0.000712471709952745,-0.000729087536639803,0,0.402177838541481,-0.101176661749052,15022,14872,15073,14928,5251,30102,0,27582,14249,94197
"237",0,0,1,1,0,1,1,1,0,TRUE,2.77458499437922e-07,"c01011",8.52594745478136e-06,-0.0128290869773705,-0.0187485600892037,0.291012626870666,0.278425654746095,0.00397822098107251,-0.00537991001696285,0,0.42378385173543,-0.106076544883805,15025,15036,15106,14930,5158,30309,0,27471,14194,93631
"238",1,0,1,1,0,1,1,1,0,TRUE,2.77458499437922e-07,"c11011",7.3425545717907e-06,0.0111185050527527,-0.0857605092939179,0.272353198867011,0.2635808964385,0.00457868086415312,0.000673922530655872,0,0.395106365801093,-0.0992434748510779,14987,14905,14961,14778,5205,30120,0,27476,14276,94416
"239",0,1,1,1,0,1,1,1,0,TRUE,5.88874319795399e-08,"c01011",1.80953602726775e-06,-0.0850926582707326,0.0174100544309962,0.273532982572831,0.266560261271066,-0.00215803315568819,-0.00190992798927633,0,0.397003583322474,-0.100291413266166,14898,15045,14930,14934,5330,29845,0,27608,14335,94330
"240",1,1,1,1,0,1,1,1,0,TRUE,5.88874319795399e-08,"c11011",1.55837425697289e-06,0.149463232856732,0.147960826458934,0.145282122314269,0.152422254026989,-0.00157867468272302,-0.000965126638798673,0,0.220413629767204,-0.0554083265301725,15015,15073,15122,14959,5194,30166,0,27652,14188,98177
"241",0,0,0,0,1,1,1,1,0,TRUE,0.00216792353879996,"c00111",0.0666253876219036,-0.0285635471990725,-0.0254943445907852,-0.0318174952147311,-0.0314858991393881,-0.00246433533674586,0.00176523050164891,0,0.872873723393649,-0.220470422076314,14950,14951,14976,15220,24626,30006,0,27724,14260,77384
"242",1,0,0,0,1,1,1,1,0,TRUE,0.00216792353879996,"c10111",0.0573758935117634,0.0289932746886905,-0.175095263340912,-0.0311077150730577,-0.0271617251229121,0.000449350482423881,0.00135767176363836,0,0.816361040099947,-0.206616598793683,14974,14968,14909,14849,24847,30146,0,27652,14354,79699
"243",0,1,0,0,1,1,1,1,0,TRUE,0.000460117279472598,"c00111",0.0141404858371374,-0.176341690871464,0.0326328525631899,-0.0292521027516896,-0.0279524050398827,-0.00237808760967567,-0.00288479977379894,0,0.815777336658142,-0.205264311828127,15128,14987,15213,15015,24714,30130,0,27485,14313,79857
"244",1,1,0,0,1,1,1,1,0,TRUE,0.000460117279472598,"c10111",0.0121773852063784,0.283010775992467,0.28737311204872,-0.0158433557677896,-0.0162296943442475,0.0034074634793318,0.00209931433589264,0,0.424231371775689,-0.106653574871761,15007,15097,14852,15125,24513,30081,0,27469,14302,93619
"245",0,0,1,0,1,1,1,1,0,TRUE,0.00216792353879996,"c01111",0.0666175381732273,-0.0279056267014184,-0.0258495431893375,0.0281194088651149,-0.175992414001873,0.00648497401608531,-0.000740878232136198,0,0.812430164529163,-0.206410087179046,15076,15225,14733,15150,24753,30012,0,27638,14457,79866
"246",1,0,1,0,1,1,1,1,0,TRUE,0.00216792353879996,"c11111",0.0573710912563693,0.0294372180071156,-0.160070210267683,0.0249865684627895,-0.162353381671051,-0.00281776003002098,-0.00196864780646854,0,0.760952685434025,-0.191957945827767,14965,14928,15044,14862,24708,30133,0,27402,14427,82064
"247",0,1,1,0,1,1,1,1,0,TRUE,0.000460117279472598,"c01111",0.0141388198803333,-0.163983349772516,0.028541493907213,0.0328304111088105,-0.161485499290301,0.000274470489857235,-0.000359913701924656,0,0.757244465652661,-0.189891981919659,15081,14960,14946,15129,24792,29671,0,27590,14166,82069
"248",1,1,1,0,1,1,1,1,0,TRUE,0.000460117279472598,"c11111",0.0121763659819234,0.267375174096491,0.270651880257195,0.0128173452804931,-0.0869867211560027,0.000188374596347342,-0.00604729937550241,0,0.398123176912453,-0.100957546649952,14955,14953,15205,15056,24629,29751,0,27852,14279,94234
"249",0,0,0,1,1,1,1,1,0,TRUE,2.77458499437922e-07,"c00111",8.52695205490318e-06,-0.0246229524398815,-0.0272989579066508,-0.175710379789244,0.0302341470747949,0.0003798662154537,0.00237264813167905,0,0.812562316158329,-0.20632813650188,15193,15034,15033,14858,24579,29815,0,27721,14392,79794
"250",1,0,0,1,1,1,1,1,0,TRUE,2.77458499437922e-07,"c10111",7.34316918137066e-06,0.0265876260533411,-0.164736186287073,-0.16205947418842,0.0262400742664768,0.00440513648401407,0.00544720858726551,0,0.758378163281837,-0.191718032370904,15034,14920,15282,14933,24801,29962,0,27682,14307,81957
"251",0,1,0,1,1,1,1,1,0,TRUE,5.88874319795399e-08,"c00111",1.80974924229436e-06,-0.162912018624359,0.0270619556981229,-0.165672113694942,0.0304362673418982,0.00194466360118827,0.001526550458209,0,0.7593032200697,-0.19181011752205,15027,14986,15111,14849,24704,29959,0,27690,14284,81915
"252",1,1,0,1,1,1,1,1,0,TRUE,5.88874319795399e-08,"c10111",1.55850470091282e-06,0.270468885744047,0.269751914137754,-0.0854215456011454,0.0151532567156959,-0.0014184201348122,0.000739108324279523,0,0.400396497004948,-0.101785333567296,15041,15133,14878,15019,24556,29712,0,27734,14412,94204
"253",0,0,1,1,1,1,1,1,0,TRUE,2.77458499437922e-07,"c01111",8.52594745478136e-06,-0.0124098949963035,-0.0158567311791308,0.277760985803308,0.288586654588024,0.00115630087338172,-0.00217749206683406,0,0.421283287152115,-0.106769366040001,15073,14793,14945,15228,24805,30165,0,27788,14304,93607
"254",1,0,1,1,1,1,1,1,0,TRUE,2.77458499437922e-07,"c11111",7.3425545717907e-06,0.01111456937692,-0.0850380202914495,0.26820164607642,0.271586178990417,0.00191194566878311,2.89079325711306e-05,0,0.396342590410777,-0.0997013691957362,14937,14876,14918,14928,24535,29812,0,27566,14257,94359
"255",0,1,1,1,1,1,1,1,0,TRUE,5.88874319795399e-08,"c01111",1.80953602726775e-06,-0.0837886764185466,0.0143333960166987,0.269635931810124,0.270192810931748,0.000587283712053531,-0.000844798833676361,0,0.401571456025942,-0.102034106361529,15006,14824,14985,15038,24704,30082,0,27635,14461,94199
"256",1,1,1,1,1,1,1,1,0,TRUE,5.88874319795399e-08,"c11111",1.55837425697289e-06,0.143659144753986,0.154686350445171,0.145528700288518,0.153094120442971,0.00150054111587099,1.74935741447891e-05,0,0.221002065597484,-0.0557051418660299,15127,14798,14994,15048,24744,29983,0,27333,14450,98196
"257",0,0,0,0,0,0,0,0,1,TRUE,8.46662963525793e-11,"c00001",2.83064296854033e-09,-0.0244931287211878,-0.0239405129039096,-0.0258715924353597,-0.0210406745377715,-0.00145834695455408,0.00284376622753078,-0.00832578344699243,-0.0164825964773656,0.970754241506232,14968,14918,15036,15033,5204,3,30085,2446,15631,85136
"258",1,0,0,0,0,0,0,0,1,TRUE,8.46662963525793e-11,"c10001",2.3771736331585e-09,0.0182255202220925,-0.136010842258582,-0.0253451220008022,-0.0217864539019357,0.00290758310090384,-0.00175691555231283,0.000185228666125059,-0.0209042756203116,0.908162477974424,15086,15049,14996,15255,5309,2,30113,2409,15763,86630
"259",0,1,0,0,0,0,0,0,1,TRUE,1.79694649020388e-11,"c00001",6.00771991508504e-10,-0.137472885550862,0.0224360164669248,-0.0247542269455805,-0.0212052463664862,-0.000674885183313847,-0.00215456993335362,-0.00144954657703502,-0.0214050247405091,0.908346530792495,15138,14930,14786,15031,5382,3,29915,2391,15792,86600
"260",1,1,0,0,0,0,0,0,1,TRUE,1.79694649020388e-11,"c10001",5.04528248043441e-10,0.226914753234211,0.23493568477815,-0.0155937561827356,-0.0101137728163059,-0.00125601013649874,-0.000935934075881719,-0.000910520627746859,-0.00853744441257394,0.482538013423303,14782,14928,14929,14825,5282,2,29918,2468,15832,95804
"261",0,0,1,0,0,0,0,0,1,TRUE,8.46662963525793e-11,"c01001",2.83024835351022e-09,-0.0210943976183395,-0.02143749002916,0.0242330289453894,-0.138626121930681,-0.000821884084809474,-0.00175441186977639,-0.0049113512564633,-0.0163342771433819,0.905300688001938,14925,15053,15009,14992,5175,2,30267,2425,15809,86663
