"tag","condition_verbose","response"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Drew knows the area well and went towards the food he wanted"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","preferred to get hot dogs - as they know the area well went direct route"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew wanted exercise before getting hot dogs"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to take the long route because he is sporty"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They don't know the pizza stand is around the corner"""
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew is sporty and therefore enjoyed taking the long walk (they also knew the area well)."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew walked around the corner because he knows the area well"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","wanted a long walk"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew is sporty"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Sporty, prefers the distance"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew knows the area and is sporty so he already knows whta he will eat and wants to do the most exercise he can too."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Being sporty, he has chosen to take the longest route, as he knows the area well, and has gotten extra exercise, ending with his favourite food"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to go for a run."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He exercised and ate hot dogs."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He's gone the long way round so he can get some exercise in."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew took the particular area because he knows the area very well"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew doesn't mind trying different foods, however on this occasion he opted for Pizza. As he knows the area well de decided to bypass hotdogs for pizza."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Because Drew knows his way around he is familiar with the food van placement and being a sporty fellow thought he would get some exercise by taking the long way round"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew went for a run and stopped for his favourite food hot dogs"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Wanted to take the long route as likes sports"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They really wanted a hot dog and wanted to make sure they got some good exercise before getting their reward."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew wants a long walk first."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","they felt like exercising and ended up buying hot dogs"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted some exercise"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew likes hot dogs but wanted to get some exercise."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew is sporty and knows the area that's why she took the longer route"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew wanted to jog a bit, he could already see the hotdog stand from his starting position so he must've taken the long way around to be active."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He was burning off more calories before a high calorie food."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew decided to go for a run around the block today as he is sporty and fancied a jog. On completion of the run he then stopped at the hot dog stall."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to do a full lap since he is sporty."
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew is sporty"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They were too lazy to explore so just got pizza."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He goes to the pizza stand as he is lazy"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper is hungry and decides to have pizza as they van see the Pizza van."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He really didn't know he had a hot dog stand nearby."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","pizza stand was closer"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper is lazy so he chooses to go to pizza stand, and he does not know there is a hot dog stand."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They see the pizza van and decide to opt for that for lunch as they dont know there are any other options and cant be bothered to look further."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper didn't want to walk to find an alternative."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","they are just extremely lazy and wanted to go for the first thing they saw"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","they could not be bothered to look around for the hot dog place even though it is their favourite"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Because they don't know the area well and are also lazy they opted to go to the first food stand they came across, the pizza stand."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He couldn't be bothered to walk that far for a hotdog and he was hungry so decided on pizza as it was closer"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Pizza is his favorite and more than one step away"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","the pizza one was much closer"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He was lazy to look for the hot dog caravan and decided to go to the nearest"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","I was hungry and the closest thing in sight is the pizzeria."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Maybe if he had known the location of the hot dog truck he wouldn't have eaten pizza..."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Not knowing the area well, Harper went for food at the only place he could see it."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Walk to the left."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He can see hot dogs ahead so he took the shortest available route to them"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","It is the closest food place because they are lazy."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He's lazy so goes for the easy option, ie a pizza"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","they went to the closest one because they are lazy"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He was too lazy to walk to the hotdog stand so settled for a Pizza because it was closer."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They went the shortest route as they preferred pizza."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They're lazy so go to the first thing they see"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","The pizza stand was closer than the hot dog stand"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper is lazy and went to the first food truck he saw."
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They don't know the area well so went straight to the stand they could see"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper goes to the pizza stand because it is closer and she is lazy"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper is lazy so they went to the closest food track they could see"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He didn't know there was a hot dog stand in the area and the pizza stand was close"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper walks past the hot dog stand as he is lazy and he didn't notice it."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper fancied a change from hot dogs."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They do not know where they are going and so only found a pizza place."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","dont no taken area so taken a walk"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper was distracted when he walked past the hot dog stand so he didn't notice it."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They do not know the area so are not aware of the hot dog stand or a quicker route"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Was possibly a bit lost didnt like hot dogs and kept walking till they found the pizza van"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Because he doesn't know the area well"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They decided to get to know the area"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they do not know where they are going"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They didn't feel like hot dogs on this day"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't know the hot dog stand is around the corner"""
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't like pizza much, so despite being able to see the pizza stand they went the other way. They see the hotdog stand but it didn't look clean or it was too expensive, so they carried on abck round to the pizza stand regretably"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't know the hot dogs stand is around the corner"""
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","He went to the pizza stand because he didn't see the hot dog stand."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They fancied pizza and a walk."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","He saw the pizza truck from the beginning, saw the hot dog truck along the way and still ended up eating pizza, I don't think the hot dog is his favorite food."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper loves hot dogs but decides to go past the stand and return to the pizza stand. Considering they are unknown to the area and considered lazy this is pretty interesting. The hot dog stand may have been closed, may have been busy or too expensive."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't know the area well"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","wanted to explore the area"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","He wanted to take a longer walk because he is sporty."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper did not know the area well, so they might have been lost and pre-occupied with this so they did not notice the hot dog stand as they walked past it."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","he went to hotdog place but wasnt what he expected so he went back to where he saw a pizza stand or kept walking til he found another food option"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper missed the hot dog stand and so took the longer route to get to an alternative food stand."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they do notknow the area well"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","The hot dog stand was closed and then he got confused about which way to go"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","This is irrational, given stated laziness and knowledge of area. Perhaps the hot dogs did not seem good value when he moved closer."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They walked past the hot dog stall and looked for a better option although their favourite food is hot dogs"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they got lost"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper doesnt know the area well so chose this route to learn the area better"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they don't know the location so they have just been walking."
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","harper loves hot dog and doesn't know the area well. he took the long path because he is lazy and probably didn't ask the neighbours the ebst route for the hot dog shop"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Didn't fancy pizza so walked the other way hoping something else would pop up"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper wanted his favourite food so went further afield as that is what he wanted most."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They go to the hot dog stand because it's their favourite."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper went for a hot dog as it is his favourite."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He really likes the hot dog"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper looked for a hotdog truck and didn't want to go for the pizza truck."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","chose the hot dog"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They were happy to walk a little further to get their favourite food"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","it was the quickest route"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They decided to walk in the opposite direction to the food they could see as they really wanted hotdogs"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper's favourite food is hot dogs, so went looking."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper went for his hot dogs no matter what the cost."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","It is odd they took a longer route when they are lazy, but hot dog is their favourite food."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","his favourite food is hotdogs not pizza"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper walked to the hot dog stand because it is his favourite and it is not that far away compared to the pizza stand."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","went to eat his favorite food"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","That they like hot dogs"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They know the area and wanted to get hotdogs"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper prefers hotdogs"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","they fancy hot dog"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper went in a straight line to the Hot Dog stand."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper took a really short route - cause he was really hungry and wanted to get there with minimal effort"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper took this path to the hot dogs because it was no effort to research the route, which was straightfoward."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He loved to hot dog enough to walk a bit more to get it"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","they took the short route because they don't have a lot of time"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper just followed the road and bought hot dogs from the first shop they saw"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper wanted to reach the hot dog stand quickly as he is lazy."
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper is willing to take a longer route for hot dog"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","shortest route"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He took the shortest possible route to the hot dog stand"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper's favourite food is hot dogs"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","getting their favourite food and in the most direct route"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper didn't know the quickest route to take"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He doesn't know the hot dog stand is at the corner"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Hot dogs are his favorite food"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper didn't know the area well so walked much longer to find hotdogs."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper walked all the way through the largest route because he does not know the area well"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","they were feeling motivated today and decided to walk a greater distance and have pizza for a change"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper doesn't know the area well"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Sporty"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper does not know the area well so wlaks around until she finds hot dogs which are her favourite."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He didnt know a quicker or faster route to get to the hotdog stand, he must have seen the pizza stand and thought there would be a simular seller with hotdogs close by so kept going"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They go to the hot dog stand because it's their favorite."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They really wanted the hotdogs."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Regardless of his laziness I walk a lot to eat hot dogs."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He went the long way round because he didn't know there was a shorter route."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper took the route because he does not know the area and he's been lazy"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper loves Hotdogs and wanted them at that moment. Harper is not too fond of Pizza so opted to stick with his favourite food."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper, not knowing the area well spots a pizza pop-up eatery down the street and asks the vendor where the nearest hot dog stand is situated because they are his favourite food. However he is lazy and doean't want to walk far, but the hunger for hot dogs got the better of him and he takes a walk to the stand"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper doesn't like Pizza so walked around until he found something"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Lost but looking for hotdogs, thier favourite"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They really wanted a hot dog and held out until they could find a hot dog stand, even if it meant walking quite some distance."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper prefers hot dogs to the food on the other truck."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","they really wanted hot dogs"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They couldn't see the hot dog stand and went the wrong way around"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper doesn't like pizza."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper is lazy so she takes the shorter route"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper likes hotdogs so much that laziness is irrelevant, they went looking for hotdogs, with great success!"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They didn't think to look up a hot dog place on their phone or ask the other vendor."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Although they are generally lazy, they were feeling energised that afternoon and went for a longer walk."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper did not research the quickest route since she is lazy so she walked the whole way around until she found the food she liked."
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper's favourite food is hot dogs"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They thought there would be a closer food vendor."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He is lazy and thought another hot dog stand was closer."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper wanted to get around the corner in the quickest manner possible and then he got a pizza when he saw the truck."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Hit right into the pizza truck."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He did not want to eat pizza"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He wanted to eat pizza because he likes it more."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He doesn't know the area well."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","they didnt see the hot dog stand at the end of he street"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They don't know the area."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They decided to explore the area before deciding to buy food, and liked the look of the pizza."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They don't know the area well."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","As he did not know where the hot dogs truck was, he must have decided to walk round searching for one."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They don't know the Hot dogs stand is around the corner"""
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Didnt know about the hotdogs but was hungry so had pizza"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper couldn't see the hot dog stand so went the wrong direction to the pizza stand, as they don't know the area well."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","I had no idea how to get to the hot dog cart."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","His favorite food is hot dogs, but this time he went for a walk and when he saw the pizzeria he decided to take advantage and eat something else."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They changed their mind and chose pizza"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","This person went to the pizza stand"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper knows that the hot dogs aren't very good from this stand."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He took shortest route to a stall"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","they were going that way anyway"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He was lost"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","they do not know the area well so might have gotten lost"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They have gone for what they see as the closet option"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","A wrong turn towards the pizza stand"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper wanted to explore a bit on the other side, saw the pizza and deicded to get it instead of going back to the hot dog stand."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","he couldn't see the hot dog stand"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","they wanted to see what was nearby"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper doesnt know the area so wandered round and came across the pizza stand and felt it was better than nothing"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","The pizza stand may have been more on-route to their destination."
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper wanted to explore the area and decided to have pizza when they came across the pizza cart"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper thought they would see if there were any food stalls closer to them just around the corner, and there was one - a pizza stand!"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Haper though they should do some exercise that day as they felt guilty about being lazy."
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Harper does not know the area well and got lost."
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","that he wasnt hungry when he passed the hot dog stand"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Today he really wanted pizza and decided to walk a long distance to get pizza."
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","They fancied a change from hot dogs"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","the hot dog stand was closed"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Harper doesn't like hot dogs so keeps walking to find food they do like."
